2022-06-13 07:58:38 PM  Position Record Start 
2.4114911556243896,778,146
2.483034372329712,773,145
2.5680761337280273,766,168
2.6305043697357178,758,171
2.6974425315856934,752,162
2.7553951740264893,738,159
2.8184573650360107,730,155
2.895702838897705,690,155
2.9625134468078613,668,144
3.0217413902282715,620,123
3.0802249908447266,572,115
3.171518564224243,557,107
3.2474942207336426,520,98
3.326958179473877,467,109
3.3991899490356445,410,126
3.4718856811523438,344,127
3.5316805839538574,280,150
3.5960519313812256,229,184
3.686311721801758,209,207
3.7537596225738525,173,262
3.814969062805176,151,331
3.8890554904937744,154,398
3.9540646076202393,169,425
4.049493789672852,218,464
4.104625225067139,271,462
4.183757543563843,331,447
4.253154754638672,389,416
4.326821804046631,417,397
4.4028143882751465,467,348
4.468462944030762,506,280
4.526729106903076,526,204
4.59069299697876,521,132
4.692401647567749,509,105
4.7714009284973145,475,62
4.844601631164551,426,40
4.94631814956665,364,35
5.010529279708862,304,35
5.094711065292358,255,60
5.152502059936523,213,106
5.250814437866211,166,178
5.314021110534668,110,272
5.383365869522095,79,373
5.4430482387542725,101,479
5.529816389083862,123,513
5.595168828964233,197,557
5.660699367523193,286,565
5.721457481384277,394,556
5.813997030258179,447,551
5.889993190765381,539,516
5.94712233543396,596,435
6.045516014099121,616,333
6.113287448883057,610,231
6.1716628074646,578,139
6.231302261352539,526,60
6.301517963409424,489,33
6.359673500061035,406,21
6.437319755554199,327,22
6.505401372909546,293,27
6.571420669555664,242,53
6.649216413497925,206,112
6.733940362930298,194,145
6.795027256011963,179,221
6.8676228523254395,173,304
6.945976257324219,191,399
7.023658990859985,238,461
7.0893895626068115,302,500
7.151360511779785,335,517
7.217272043228149,412,536
7.279530048370361,496,522
7.359318971633911,537,500
7.427414417266846,599,425
7.485365390777588,630,328
7.5513458251953125,628,239
7.642317533493042,618,201
7.70786190032959,575,140
7.7757568359375,514,95
7.858937978744507,441,63
7.920812129974365,403,51
7.981163740158081,338,48
8.0515775680542,283,76
8.115819692611694,225,134
8.181236505508423,202,168
8.271173238754272,160,253
8.338289260864258,150,291
8.403899431228638,170,434
8.470041751861572,195,475
8.560906648635864,263,528
8.623138189315796,345,533
8.690068483352661,430,514
8.757034301757812,522,476
8.8306143283844,559,452
8.910804033279419,623,388
8.978207349777222,656,294
9.047340393066406,666,239
9.117498636245728,661,134
9.19015383720398,627,45
9.251687049865723,552,19
9.524845123291016,325,20
9.599672794342041,274,40
9.674452781677246,229,93
9.757559776306152,197,161
9.842578172683716,181,244
9.899465084075928,186,328
9.964284896850586,211,417
10.030027151107788,230,452
10.113436222076416,276,505
10.172290086746216,343,537
10.237214803695679,409,540
10.29809856414795,439,532
10.380208015441895,489,498
10.444952726364136,512,469
10.51808500289917,544,410
10.578717470169067,571,371
10.647220611572266,594,410
10.71883511543274,597,476
